ko_1,ko_2,ctrl_1,ctrl_2
0.01,0,0.01,0
5.6,5.96,8.65,3.93
19.97,21.74,12.96,26.83
0.22,0.12,0.12,0.48
0.97,0.83,1.15,4.8
11.69,12.63,9.43,8.14
0.01,0,0,0
31.22,38.37,54.03,47.44
2.77,2.66,3.78,1.11
0,0,0,0.43
0,0,0.1,0
0.17,0.12,0.2,0.03
0.89,1.34,1.45,1.62
0,0,0,0.1
1.15,0.72,1.72,1.99
0.77,0.59,0.51,0.54
25.8,29.2,67.5,52.13
0.88,0.79,0.4,0.47
9.15,6.99,15.41,20.62
0.23,0.17,0.09,0.45
0.59,0.83,0.65,0.43
115.87,114.99,107.42,99.46
2.93,3.14,14.77,13.29
0.74,0.2,0.04,0.53
0.14,0.08,0.02,0.05
0,0,0,0.05
30.72,38.1,74.5,60.22
46.88,47.63,101.97,66.38
1.87,2.04,2.1,4.72
5.43,6.77,2.71,3.21
0.88,1.01,0.88,0.97
15.07,13,6.32,12
3.2,3.01,3.29,7.14
9.35,7.99,3.8,4.14
0,0,0.09,0.04
0.04,0.05,0,0
162.04,139.32,154.9,150.15
70.84,60.25,12.65,32.29
0.84,1.3,0.94,1.11
0.03,0,0,0
0.16,0.23,0.03,0.06
0.24,0.08,0,0
32.5,31.29,20.96,39.95
0.46,0.18,0.59,0.89
0.06,0.41,0,0.19
60.7,67.61,56.12,92.74
34.01,24.88,26.53,21.29
9.84,10.59,13.08,18.49
6.31,5.25,1.43,3.79
14.92,15.84,20.3,20.73
22.06,18.51,4.98,11.74
16.13,16.89,15.9,23.27
0.24,0.25,0.09,0.21
0.3,0.28,0.11,0.19
45.63,42.98,33.35,65.8
0.1,0,0,0
5.55,6.33,5.81,13.71
11.8,10.02,10.23,9.34
0.09,0,0,0
128.74,131,103.8,60.11
0,0.16,0,0
0.25,0.33,0,1.63
4.03,3.86,1.22,1.77
0,0.06,0,0
0.13,0.29,0.31,0.67
14.78,12.88,4.88,7.47
0.05,0.06,0.07,0.06
0.04,0.05,0.21,0.16
2.33,1.76,1.89,2.29
14.76,13.96,23.44,23.7
3.08,3.57,3.18,6.47
0.14,0.08,0.54,0.36
0,0.03,0.02,0.13
49.66,48.4,48.81,50.94
0.05,0.45,0,0
0,0.02,0,0
0.21,0.03,0.07,0.04
30.24,30.81,41.1,36.46
18.61,20.36,22.26,18.15
0.15,0,0,0
4.42,5.5,1.95,4.4
0.73,0.65,0.18,0.59
0.13,0.23,0.12,0.18
9.1,9.16,8.83,9.15
0.64,0.56,0.05,0.17
0.29,0.15,0.04,0.11
0.09,0.01,0.11,0.24
0.28,0.24,0.22,1.03
1.23,1.22,0.25,0.15
4.85,5.25,5.66,13.5
0.51,1.08,0.68,2.52
6.86,5.79,9.12,11.87
0.06,0.11,0.05,0.18
0.14,0.19,0,0.15
33.24,50.73,39.27,45.39
0.99,1.79,1.86,2.9
6.04,5.83,9.06,12.62
0.26,0.37,0.44,0.3
0.02,0,0,0.16
0,0.68,0,0
6.64,7.6,8.69,7.38
0.03,0,0,0
0.2,0.4,0.25,0.35
1.18,0.99,2.19,2.39
13.02,14.89,10.92,9.23
0.22,0.27,0,0
0.54,0.62,0.81,0.7
20.99,23.33,23.09,23.16
0.07,0.44,0.71,0.98
5.16,6.62,2.73,3.66
1.73,1.84,3.35,1.08
0.47,0.37,0.38,0.77
18.24,21.44,32.22,50.64
136.77,167.66,326.94,245.6
0.06,0,0.03,0
0.4,0.52,0.86,0.21
8.53,8.62,9.32,9.11
37.74,36.01,16.65,51.4
0.04,0.02,0.03,0
44.26,43.51,42.35,36.95
428.65,451.6,1105.65,1078.5
2.43,2.15,2.01,7.27
38.8,29.17,10.02,32.66
0.08,0,0,0
0.43,0.5,0.67,0.44
0,0.28,0,0
0.25,0.12,0.04,0.14
26.36,34.65,74.2,79.86
0.53,0.47,0.48,1.38
0,0,0,0.1
0,0,0,0.31
5.19,4.31,2.58,5.71
0.91,1.15,2,2.08
38.63,44.91,79.72,71.29
0.13,0,0,0.28
0.32,0.32,0.25,0.6
4.29,4.09,2.09,8.43
0.35,0.66,0,0.34
0.16,0.48,0,0
2.11,2.12,5.29,9.24
0.05,0.03,0.05,0
6.01,6.23,4.34,2.84
5.06,4.87,2.88,2.57
26.34,26.07,20.04,18.26
0.02,0.03,0,0.1
0.31,0.28,0.03,0.12
0.61,0.79,1.35,3.25
4.4,4.12,4.55,5.58
0.08,0.16,0.06,0.22
0.65,0.05,0.35,0.02
0.31,0.2,0.15,0.8
0.35,0.22,0.45,0.18
17.94,13.26,3.91,16.98
6.85,10.22,9.08,7.74
2.72,2.02,1.96,5.45
1.86,1.61,2.01,2.57
1.34,1.01,0.38,0.59
0.03,0,0.09,0.11
0.28,0.27,0.85,0.29
0.25,0.28,0.07,0.09
0,0.18,0,0.19
473.65,603.66,498.85,411.23
0,0.04,0.05,0
0.31,0,0,0
0.02,0.04,0,0
13.29,11.01,17.34,23.21
2.48,2.37,2.17,2.06
10.12,8.68,9.27,9.33
0.01,0.02,0,0
1.83,2.67,2.76,3.58
0.63,0.45,0.24,0.14
43.36,47.65,60.6,66.38
3.24,3.8,3.87,4.07
0,0,0,0.01
48.38,47.94,38.19,19.27
615.14,512.08,675.09,687.32
0.07,0,0.01,0.72
0.5,0.81,0.84,0.83
0.64,0.88,0.62,0.51
2.45,3.27,0.96,0
0.22,0.27,1.06,1.18
1.16,1.2,1.13,1
163.22,174.31,77.74,160.95
0,0.07,0.08,0.09
45.5,54.49,193.81,183.21
20.54,20.26,8.68,24.32
0.05,0.02,0.03,0.1
0.25,0.33,1.78,0.53
0,0,0,0.07
2.48,2.7,6.3,8.93
0.13,0.04,0.02,0
2.14,1.1,2.5,2.48
0.04,0.05,0,0
23.21,16.78,11.75,10.09
0.1,0,0.06,0
12.59,12.67,12.08,10.35
6.53,7.82,2.54,5.48
0.2,0.26,0.23,0.55
0.02,0.16,0,0
0.02,0,0,0
10.18,9.92,10.12,13.51
0.09,0.63,0.63,1
0.04,0,0,0
0.33,0.26,0.52,0.67
0.1,0.26,0.71,0.73
0.18,0.23,0,0
0.47,0.11,0,0.06
0.08,0.07,0,0
2.63,1.75,2.68,3.71
3.55,3.61,1.04,1.8
5.14,4.52,5.19,8.07
0.03,0,0.1,0
0.04,0,0,0
0.06,0,0,0.12
0.6,0.64,1.08,0.78
0.1,0,0,0
0,0,0.15,0.18
7.32,9.26,44.69,52.54
0.96,0.7,0.09,0
0.03,0.04,0,0
13.71,13.14,8.78,6.31
0.04,0,0,0
0.03,0.03,0.05,0.22
79.95,65.46,49.89,40.65
0,0,0,0.09
0.19,0.22,0.07,0.08
0.02,0.02,0,0
0.63,0.62,0.56,0.65
0.85,1.33,0.56,0.53
0.9,0.87,1.43,1.15
7.88,8.21,4.96,8.16
0.12,0,0,0.4
0,0,0.26,0.2
0,0.27,0,0
3.57,3.9,7.15,7.37
4.21,3.24,0.73,1.1
0.23,0.35,5.47,6.18
0.01,0.01,0,0
11.8,11.64,5.24,10.77
0.02,0,0,0
3.38,3.34,4.25,4.84
6.8,5.56,3.98,3.16
0,0.01,0,0
0,0.01,0,0
0.07,0.1,0.01,0.03
0,0.06,0,0
10.03,10.03,10.42,7.55
0.19,0.18,0.17,1.08
0.58,0.33,0.68,0.13
3.47,3.24,5.26,5.16
0,0.72,0.32,0
0.61,0.75,0,0.1
1.98,2.28,1.39,7.73
0.35,0.3,0.45,0.27
0,0,0,0.05
24.07,25.75,22.39,22.25
0.15,0.17,0.07,0
23.74,25.12,13.18,27.19
0,0.02,0,0
16.01,15.41,14.11,29.75
0,0.17,0,0
4.78,4.52,4.82,5.76
0.02,0.01,0.02,0.07
130.76,146.97,158.37,111.04
1.47,1.45,0.3,0.36
35.35,31.12,10.21,18.72
0.4,0.15,0.15,0.11
0,0,0,0.06
0,0.12,0.15,0.11
17.58,15.28,11.53,18.35
1.85,1.98,0.71,0.71
0,0.05,0,0
52.17,60.39,90.46,36.75
0.16,0.11,0.26,0.2
0,0.11,0,0
0,0.16,0.07,0
1.04,1.01,0.52,0.58
0.29,0.65,0.2,0.32
94.02,135.46,237.82,180.37
0.08,0.26,0.65,0.68
166.66,179.1,123.95,171.75
20.4,22.75,13.49,14.93
0.34,0.22,0.03,0.2
1.17,0.71,0.6,0.4
1.23,1.15,0.86,0.73
0,0,0,0.01
0.04,0.02,0,0
10.57,10.63,10.05,27.31
13,10.81,9.54,24.5
0.24,0.43,1.43,1.58
0,0,0.08,0
0.04,0,0,0
9.04,10.47,5.47,8.75
387.2,398.53,728.96,776.93
0.05,0,0,0.1
5.35,5.94,11.48,18.09
0.24,0.21,0.22,0.23
0.02,0,0,0.04
25.23,28.76,58.88,59.55
0.41,0.25,0.19,0.2
6.85,5.67,0.94,5.49
0.15,0.17,0.01,0.3
0.01,0.02,0.22,0
0,0.02,0,0
8.58,9.36,8.6,13.54
0.23,0.27,0.89,0.76
0.84,1.32,0.15,0
0,0,0,0.07
0,0,0.15,0
0.07,0.4,0.2,0.82
0.62,0.5,0.56,0.73
0.03,0,0,0.3
11.31,10.43,6.7,12.92
0,0,0,0.06
0.05,0.05,0,0
0.24,0.26,0,0
7.87,7.26,2.99,3.28
0.1,0.25,0.5,0
29.16,31.02,9.46,18.55
0.26,0.13,3.52,5.44
0,0.28,0,0
0.01,0.04,0,0
0,0.07,0,0
5.98,6.42,8.63,6.73
8.19,9.91,19.05,21.5
3.89,4,1.25,1.04
3.64,3,3.73,3.09
0.26,0,0.15,0
3.29,3.65,5.81,8.22
3.24,3.59,30.52,28.86
0.12,0.28,0.22,0.13
60.51,76.28,116.18,115.83
0,0.02,0.02,0
12.79,8.62,1.93,4.74
7.21,7.49,34.1,28.97
21.17,24.68,64.41,58.84
0.07,0.09,0.83,0.72
18,14.54,6.38,10.13
0.09,0.03,0.09,0.16
0.22,0.2,0.24,0.33
1.7,1.75,10.01,9.61
0,0,0,0.01
9.24,11.71,81.24,56.49
9.93,9.64,11.08,12.38
23.93,25.26,38.9,37.14
0.54,0.57,0.25,0.51
10.05,10.96,4.79,8.38
0,0,0,0.04
0,0,0.03,0
0.14,0,0.25,0.3
0.84,0.88,0.92,1.66
0.14,0.14,0.29,0.39
2.1,1.69,1.85,3.32
16,15.87,8.16,8.28
22.84,23.03,41.44,40.85
13.43,14.1,21.7,15.61
9.58,7.47,13.01,10.4
16.31,14.08,12.95,14.01
22265.3,27640.57,40015.72,32832.69
13.28,13.36,12.49,9.27
4.97,4.57,5.67,4.86
26.26,27.63,21.79,28
0.04,0.03,0.13,0.05
0.28,0.74,0.36,0.47
0.17,0.16,0,0
1.33,1.58,1.14,3.27
0.41,0.72,2.07,0.43
9.22,9.72,6.74,8.18
0.16,0.38,0.17,0.25
3.4,3.28,1.49,0.98
3.61,4.16,18.14,16.41
0.19,0.11,0,0.04
0.29,0.37,0.34,0.07
0.53,0.35,0.27,0.19
4.52,5.63,6.22,11.08
59.95,68.26,60.27,61.78
48.5,46.25,56.27,70.17
4.13,3.58,1,2.32
0.12,0.24,0,0.17
0,0.01,0,0.01
0.65,0.57,0.51,0.15
9.2,9.43,5.14,4.39
0.13,0.13,0.09,0.03
19.57,21.47,19.12,21.57
0.01,0,0,0
0.08,0.09,0,0
7.01,6.79,8.51,6.95
0.44,0.09,0.29,0.14
0.13,0,0.11,0.81
3.24,3,1.44,1.11
33.56,34.27,27.31,21.68
0.09,0.1,0,0
1.06,1.19,0.61,0.24
8.26,8.01,6.11,7.01
0,0.09,0,0
0.23,0.14,0.21,0.19
0.03,0,0,0
216.31,212.28,201.53,897.84
2.68,2.34,5.06,7.47
39.6,34.28,7.77,13.39
3.72,4.2,3.71,7.15
997.89,942.31,2737.72,2369.39
0.33,0.11,0.13,0.32
0.05,0,0,0
10.73,9.67,10.9,11.65
6.78,7.28,5.68,12.5
0,0.27,1.05,0.7
20.72,22.61,30.87,26.06
0,0,0.08,0
0,0.12,0,0
8.2,5.91,8.69,10.96
0,0,0.09,0
0.12,0.06,0,0.1
0.01,0,0,0.12
2.82,2.51,5.57,3.88
2.86,2.61,2.02,3.48
6.76,6.47,2.94,4.91
6.15,5.75,5.99,6.56
3.61,3.23,2.39,6.19
0.99,1.5,4.38,5.15
26.77,25.81,25.92,39.05
0.24,0.08,0,0
0.04,0.03,0,0
20.88,19,4.81,10.82
7.04,8.38,10.67,13.11
43.46,40.22,30.67,39.55
5.21,4.72,1.68,3.62
15.35,16.99,33.26,34.27
4.33,4.46,5.14,9.95
0.29,0,0,0
11,12.14,25.75,26.65
14.86,16.39,23.33,18.27
0.12,0,0,0
0.01,0,0,0.12
0.9,0.51,0.17,0.41
8.92,8.56,5.83,21.17
0,0,0.13,0
0.28,0.28,0.34,0.24
0.14,0.18,0,0
0.12,0.06,0,0.1
1.52,0.89,0.93,2.39
1.77,3.9,3.38,7.1
41.24,44.47,61.38,71.92
1.65,1.44,0.43,0.64
0.06,0,0,0
0.28,0,0,0
0.01,0,0,0
0.28,0.09,0.37,0.43
0.02,0.01,0.01,0.02
1.17,1.16,3.62,3.34
3.57,3.35,3.42,4.13
3.08,4.08,1.86,4.74
18.34,20.71,14.57,16.64
3.12,4.14,2.78,1.74
0.02,0.06,0.03,0.34
0.08,0.07,0.05,0.06
29.78,31.07,40.98,30.81
23.12,21.87,17.91,53.44
0,0.05,0,0
0,0.05,0,0
0.54,0.52,0.25,0.04
0.01,0,0,0
0,0,0,0.33
10.19,10.56,21.24,19.12
0,0.04,0,0
52.65,38.22,41.22,29.7
0.26,0.18,0.29,0.14
0.02,0.01,0,0.01
0,0,0.27,0
0.03,0.04,0.02,0
32.43,37.1,56.52,40.18
0.04,0.07,0.08,0
0,0.01,0,0
31.65,30.36,24.57,33.51
5.44,4.47,3.31,3.02
20.28,20.24,28.18,53.82
4.28,5.93,4.8,4.36
28.39,32.57,14,40.15
3.95,4.64,9.85,10.39
2.12,2.47,3.7,3.69
0.12,0.1,0.43,0.27
0.23,0.15,0,0
19.28,25.97,25.16,34.13
0,0.03,0,0
0.26,0.47,0.54,0.25
13.48,12.83,12.07,12.49
42.31,47.98,28.01,21.19
21.8,19.1,10.79,12.45
41.04,39.17,106.24,129.24
0.07,0.04,0.29,0.2
0.21,0.12,0.05,0.19
17.41,22.07,32.37,45.21
1.12,1.87,1.96,1.91
0.05,0.05,0.16,0
10.76,10.02,13.04,27.25
2.4,2.42,3.73,2.48
8.46,9.03,11.24,8.18
5.41,4.67,8.15,6.68
0,0.05,0,0
0.53,0.13,0,0
0.16,0,0,0.17
36.3,35.74,27.67,37.06
1.01,0.99,1.53,1.41
10.99,9.61,21.25,16.63
0.07,0.05,0,0
23.41,26.66,46.05,53.08
15.05,13.51,22.98,28.26
3.53,2.54,0.45,0.66
0.04,0,0.41,0.09
21.74,22.76,11.88,29.43
1.95,1.28,1.34,1.7
1.99,2.3,5.52,6.34
1.71,1.84,1.15,0.94
0.25,0,0,0
7.26,7.38,8.09,10.46
12.4,16.21,20.47,37.69
0,0.01,0,0
0.45,0.32,0.1,0.53
0.03,0.26,0,0
0.05,0.08,0,0.1
7.55,7.15,10.71,13.33
4.36,7.14,4.53,8.12
5.82,6.03,2.33,3
0.05,0,0,0.1
0.07,0.58,0.12,0.14
2.32,2.27,2.03,2.49
33.67,34.52,40.95,24.42
16.57,19.9,38.52,24.34
0,0.05,0,0
0.93,0.9,0.94,1.4
0.24,0.16,0.63,0.73
0.06,0,0,0
3.83,3.66,4.61,3.17
1.48,1.59,2.57,0.88
0.4,0.38,0.51,0.78
3.72,3.08,19.01,19.71
2.79,2.96,5.71,5.89
8.8,8.43,11.98,30.1
3.5,3.94,4.36,3.99
6.2,6.14,16.6,13.81
1.16,1.01,0.77,1.04
22.62,23.15,24,15.71
18.58,20.29,23.52,30.11
23.65,31.76,45.39,44.76
12.14,12.1,6.43,9.02
0.59,0.58,0.55,1.24
27.03,25.28,35.22,31.56
0,0,0.11,0.13
3.87,4.14,6.31,4.64
0.81,0.56,0.5,0.42
3.58,4.19,2.38,3.56
18.93,16.36,40.91,46.74
0,0,0.06,0
1,0.91,1.09,1.74
0,0,0.28,0
0.05,0.01,0.15,0.15
0.23,0.21,0.54,0.19
0.62,0.69,0.88,1.38
8.74,7.64,17.84,27.36
1.06,1.02,5.81,8.26
0.75,0.52,0.86,2.15
33.39,33.99,49.55,46.62
0.11,0.19,0,0.08
0,0.2,0,0
439.69,348.85,125.81,205.93
0,0.07,0,0
0.34,0.18,0.04,0
15.33,14.93,20.47,44.49
0,0.01,0,0
0.24,0.21,0,0.11
0.09,0.06,0,0
0,0,0.11,0
3.2,1.86,0.91,1.14
0,0.01,0,0
9.08,10.41,13.11,13.04
6.42,6.83,0.76,1.02
3.25,3.16,1.29,2.42
0,0.01,0,0
0.06,0.11,0.23,0
17.93,16.91,25.93,32.2
2.08,2.45,1.67,3.14
1.16,1.1,0.43,0.89
6.63,5.38,2.18,3.4
0.4,0.34,0,0
1.12,0.96,0.3,0.65
0.58,0.68,0.21,0.61
28.02,26.14,16.23,25.59
127.6,122.81,40.31,65.49
12.88,11.14,7.6,12.05
5.39,4.44,1.76,5.34
11.33,12.38,32.82,39.03
4.39,4.44,3.59,3.89
0.85,1.01,0.86,1.07
0.51,0.51,0.73,0.74
9.45,9.91,7.42,9.51
1.77,1.45,0.25,1.98
5.01,5.71,11.7,28.92
3.03,8.05,7.87,13.61
28.49,31.93,21.22,14.52
16.18,15.65,13.85,31.12
0.36,0.35,0.84,2.13
0.77,0.64,0.07,0
28.73,30.63,96.29,139.91
0.05,0.04,0.19,0
8.86,8.09,5.65,7.46
2.53,2.59,1.87,3.33
131.71,121.26,37.13,39.68
1.16,1,3.84,2.68
19.02,20.07,26.8,21.13
0,0,0.05,0
0.25,0.22,0.2,0.48
7.63,7.89,12.38,8.09
0,0.13,0,0
2.07,2.42,2.3,3.12
25.96,32.65,72.17,83.25
5.64,7.37,3.43,6.02
3.4,2.39,1.48,4.18
7.48,7.53,6.19,6.18
46.52,48.71,42.66,52.51
0.19,0.14,0.33,0.22
0,0.18,0,0.15
0,0,0.09,0
0.02,0,0,0.05
43.35,42.29,53.59,45.11
2.66,2.36,1.41,1.11
0.02,0.03,0.05,0.02
2.39,2.4,1.47,2.08
0,0,0.1,0
16.33,21.51,60.78,66.68
7.61,7.54,7.11,9.69
158.7,195.72,170.51,299.92
25.1,27.96,58.56,49.08
5.72,5.68,14.81,12.32
5.27,4.67,3.01,3.56
0.14,0.13,0,0
0.18,0.21,0.04,0
4.2,2.91,3.28,3.99
3.46,3.36,11.18,7.94
0,0.1,0.1,0.02
0,0.01,0,0
0.13,0.03,0.04,0.16
0,0.03,0,0
1.13,0.95,2.92,5.21
0.04,0.05,0.01,0.03
0,0,0,0.6
7.89,8.28,5.77,11.55
202.11,197.24,104,93.33
2.23,2.33,3.08,3.96
0.04,0.02,0.06,0.04
0.13,0.14,0.47,0.32
0.02,0,0,0
12.47,14.73,5.99,6.91
7.22,5.84,5.73,13.87
24.85,22.23,9.75,24.68
11.49,11.1,5.01,10.53
31.73,35.54,17.52,27.44
0.62,0.39,0.74,0.41
1.03,1.07,0.2,0.64
0.04,0.07,0.02,0.24
6.57,3.89,3.56,8.23
0,0.02,0,0
0,0.22,0.6,0
0.11,0.14,0.19,0.22
0.51,0.22,0,0.52
0.85,1.22,1.33,2.28
0.03,0,0,0.06
65.99,72.01,50.89,23.82
0,0,0,0.02
22.03,18.04,36.33,31.8
0,0.04,0.06,0.01
0,0.06,0,0
1.96,2.34,4.55,4.11
0,0,0,0.04
51.15,43.24,32.1,25.28
0.2,0.27,0.14,0.12
6.86,6.84,9.64,12.68
9.05,9.9,8.26,26.81
0.05,0,0,0
0.13,0.17,0.53,0.63
1.68,1.72,3,4.1
88.95,80.08,12.69,25.16
0,0.19,0.1,0.48
1.66,1.75,4.36,8.9
26.2,25.04,22.24,24.46
21.23,19.14,4.41,3.14
4.37,4.73,6.62,10.85
0.26,0.09,0.11,0.07
0,0,0.12,0
0,0,0.12,0
4.45,6.22,11.83,8.93
0.18,0,0,0
0.02,0,0.02,0
0.29,0.17,0.18,0.14
7.38,6.59,13.1,12.07
0.42,0.2,0.92,0.39
0,0,0.45,1.31
13.63,13.7,17.16,27.87
0.41,0.38,0.73,0.62
0.09,0.1,0.33,0.11
0.73,0.88,1.46,1.32
0.19,0.07,0.03,0.21
4.79,5.13,12.12,5.94
1.74,1.67,3.45,3.24
0,0,0.15,0
2.54,3.21,0.62,1.29
0.06,0.04,0,0.06
0.08,0.05,0.22,0.22
3.36,3.17,3.98,3.08
0,0.06,0.33,0
5.23,5.74,4.82,9.58
0.6,0.36,0.54,1.51
5.29,5.72,3.25,4.29
0,0.06,0,0
106.25,99.73,106.56,92.84
0.05,0,0,0.04
0,0.52,0,0
9.27,8.32,20.38,35.25
3.9,4.18,7.13,8.85
82.67,125.33,314.58,162.4
15.03,23.64,33.61,34.64
24.48,22.35,31.46,42.26
0,0.07,0,0
0,0.01,0,0
14.38,14.69,2.5,4.57
10.65,11,7.51,12.72
9.69,9.25,11.12,8.9
0.1,0.13,0.03,0
3.39,3.36,8.83,10.63
354.66,391.06,365.67,432.44
0.34,0.19,0.26,0
0.04,0.05,0.14,0.13
0.04,0,0.06,0
0.94,1.33,8.06,7.18
2.56,1.56,2.2,4.65
0,0,0.02,0
0.12,0.76,0.1,0.12
1.3,1.25,3.06,4.47
78.47,82.06,95.21,68.55
0.05,0,0,0
2.44,1.93,1.94,1.83
7.52,5.53,0.32,0.64
58.79,66.83,56.22,72.09
35.78,26.07,13.52,21.72
0.08,0.24,0.02,0.54
6.76,5.78,2.14,4.04
0.01,0,0,0
10.12,11.69,1.43,3.24
48.8,60.27,46.17,79.8
13.86,15.44,42.9,45.06
0.14,0,0.08,0
40.38,37.16,27.45,33.56
58.74,52.4,13.25,53.84
0.43,0.28,0.3,0.36
9.73,8.54,15.7,15.15
42.75,51.54,70.12,90.11
1.92,1.94,0.27,0.4
4.27,3.52,3.57,2.74
161.8,150.95,298.35,299.88
1.59,1.05,0,0
10.98,9.65,4.71,8.47
0,0.2,0.53,1.55
16.49,16.86,23.75,24.8
0.07,0,0,0
7.13,7.86,5.44,4.89
0.47,0.76,0.18,0.2
0,0.08,0,0
0.08,0.39,1.2,1.25
0,0,0,0.18
0.22,0.1,0.95,0.48
33.94,28.26,13.54,10.78
0.31,0.53,0.2,0.77
1.92,2.05,2.95,2.69
20.6,19.26,11.38,15.35
4.68,3.85,16.44,12.98
0.32,0.34,0.23,0.67
0.08,0.01,0.01,0
0.11,0.41,0.63,0.37
0.02,0,0,0
3.78,3.16,6.07,4.36
1.95,3.73,2.62,1.35
0,2.15,9.75,23.07
0,0,0,0.1
2.75,2.8,2.6,4.96
24.3,21.5,9.22,16.01
0.03,0.21,0.2,0.06
0.79,0.76,0.24,0.28
0.05,0,0,0
39.11,37.34,62.19,56.37
9.19,7.54,16.06,37.65
0.44,0.36,0.34,1.18
6.59,5.94,1.13,1.68
4.78,4.43,3.17,4.44
0.98,0.86,0.07,0.34
16.59,19.32,22.02,16.35
37.86,50.17,73.45,81.68
12.38,13.08,28.77,17.37
0.23,0.17,0.26,0.41
85.57,99.48,99.53,73.51
0.78,0.89,0.4,0.08
1.23,1.07,0.58,1.89
9.87,13.17,32.83,62.27
0.17,0.22,0.66,1.04
0.01,0,0,0
2.16,2.02,3.16,2.87
10.02,14.13,12.88,11.33
3.97,3.73,3.74,3.58
2.07,2.06,0.91,1.88
1.72,1.72,1.92,1.58
2.47,2.75,5.71,6.86
0.08,0.04,0.03,0.27
7.51,6.53,10.02,18.41
0.7,1.58,0.22,0.44
10.98,11.61,4.44,12.74
0.08,0.1,0,0.25
9.81,10.57,10.14,11.74
3.08,3.65,7.16,5.82
1.13,1.03,0.16,0.09
0,0.25,0,0
6.46,7.51,7.3,14.14
45.16,45.75,31.64,52.27
0.98,0.99,1.02,1.04
0.61,0.8,0.7,1.03
1.75,1.72,1.16,0.88
0.03,0.04,0,0
13.54,12.08,30.28,27.71
0,0.03,0,0.04
0,0,0.12,0
1.11,1.37,2.31,2.02
6.7,6.68,11.68,15.63
0.15,0.08,0.27,0.63
0,0,0.07,0
7.49,7.5,21.45,13.34
2.94,3.34,4.04,7.35
0.03,0.01,0.02,0.25
8.96,7.57,2.87,10.78
0.15,0.1,0.07,0
2.81,2.4,0.44,0.87
12.21,11.16,10.25,27.69
8.6,9.61,3.34,24.96
20.45,20.65,17.81,40.18
0,0,0.02,0
89.92,119.29,139.96,129.28
0.01,0,0.01,0
2.17,2.88,1.54,3.57
9.25,8.48,3.14,3.53
0.04,0,0,0
0,0,0.08,0
0.01,0,0,0
0.04,0,0.07,0.08
15.51,17.35,21.63,15.86
0.3,0.4,0.4,0.31
0.12,0.16,0.11,0.26
0.05,0.06,0.08,0
173.32,228.87,266.15,210.99
0.11,0.17,0.03,0
0.23,0.26,0.38,0.25
0.13,0.17,0.17,0
9.9,11.77,20.92,21.63
0.05,0,0,0
42,43.31,14.14,19.84
0.04,0.04,0,0
3.16,4.88,10.59,10.08
0.2,0.21,0.31,0.28
0,0,0.12,0
0.14,0.1,0.16,0.27
5.66,5.97,7.84,14.09
0,0.03,0.04,0
13.82,11.56,15.36,20.22
0,0.05,0,0.08
2.81,4.34,18.22,23.07
11.7,12.85,5.27,7.49
3.75,3.93,1.97,3.82
0.23,0.22,0.13,0.15
16.21,15.82,25.38,12.12
16.9,16.57,15.54,19.5
6.5,6.44,6.15,5.25
4.49,5.73,5.52,7.86
0.32,0.32,0.33,0.38
0.39,0.6,0,0.32
0,0.64,0.17,0
0.19,0.03,0,0
0.25,0.41,0,0.39
0.06,0.07,0.11,0
0.03,0,0,0
4.86,4.92,7.24,6.9
0.07,0.17,0,0
0,0,0.07,0
0.2,0.13,0.3,0.61
0.17,0.08,0.07,0.08
0.01,0,0.04,0.01
27.02,26.86,38.17,24.89
0.65,0.85,0.95,0.46
4.66,4.99,1.86,0.54
22.28,26.23,26.53,31.69
11.21,15.68,28.08,16.14
9.56,10.27,12.75,10.19
63.16,63.13,75.38,72.26
5.25,3.55,5.67,7.89
0.3,0.09,0.01,0.04
0.31,0,0,0
0.35,0.17,0.62,0.58
7.23,5.65,11.12,6.54
0.98,1.36,0.81,0.95
1.77,0.93,0.14,0.43
14.46,16.27,26.98,19.73
5.3,4.34,2.6,2.64
47.24,38.26,26.52,25.5
0.01,0,0,0.02
400.12,304.7,455.47,525.63
1.96,2.36,8.18,10.92
1.45,1.32,1.9,2.02
0.15,0.05,0.27,0
0.53,0,0,0
24.27,24.38,34.67,42.88
35.4,37.18,97.07,132.03
0.05,0.1,0.05,0.07
0.02,0,0,0.04
0.02,0,0.04,0
42.58,49.75,19.58,17.77
2.44,3.23,0.96,0.29
0.3,0.19,0.13,0.15
0.13,0,0,0
20.78,21.24,7.73,12.05
43.32,44.75,27.46,36.67
46.01,46.93,46.8,52.33
0,0.17,0.02,0
0.04,0.08,0.13,0.09
47.9,46.11,25.75,20.41
0.04,0.28,0.06,0.15
0.23,0.44,0.17,0.15
1.43,1.39,0.02,0.03
0,0.03,0,0
4.34,3.07,1.06,1.33
3.18,2.85,3.4,0
38.61,34.21,13.49,18.59
9.21,7.79,0.7,1.44
30.87,30.26,18.52,17.83
0.29,0.51,0.3,0.05
0.07,0,0,0
1.48,0.12,0.12,0
0.08,0,0.56,0.07
0.11,0,0.37,0
12.84,14.24,17.74,19.33
0,0,0,0.12
0.01,0,0,0
0.14,0,0,0.28
17.9,16.93,44.76,38.88
62.64,64.14,55.65,54.78
0.04,0.15,0,0.32
9.08,7.93,9.1,23.93
2.78,2.37,1.77,3.32
41.6,33.6,22.88,21.52
1.84,3.11,0.08,0.7
0.51,0.19,0.13,0
0.12,0,0,0
